SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customerID,Churn
0,1.3642490183577978,1.3512346852297499,1.9943665361863943,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,3186-AJIEK,0
1,-0.9966836022806536,0.6328112352845081,-0.7397688483284208,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,5383-MMTWC,1
0,-0.7524491932490895,-1.3067661619117676,-0.8454949514079485,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,9146-JRIOX,0
0,0.428017117070136,-0.5269531792922214,-0.09790894550736662,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2027-OAQQC,1
0,1.5270719577121736,-0.5004063543519814,0.4698834487026719,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,4312-GVYNH,0
0,-0.06045170099299184,0.8086839505135972,0.22977834969824149,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,5898-IGSLP,0
0,1.6084834273893616,1.5586317550753739,2.5325626421510954,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0619-OLYUR,0
0,0.06166550352279012,0.09026050056835591,0.017536324134566416,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,9871-ELEYA,0
0,-0.5489205190561197,-1.497571466169742,-0.8577590916074621,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1561-BWHIN,0
0,0.8350744654560759,1.3661672742586346,1.5227785333446333,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,9651-GTSAQ,1
0,-1.2002122764736234,-0.817309077076095,-0.9683338082542393,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,9505-SQFSW,0
0,-0.7931549280876836,0.4934404043482487,-0.5817830279765474,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5364-EVNIB,1
0,-0.3453918448631497,0.31424933600162985,-0.257320828673137,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0496-AHOOK,0
1,-1.1595065416350294,0.7937513614847123,-0.8454949514079485,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1273-MTETI,1
1,-0.019745966154397852,0.48348534499565887,0.16044975751494467,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1730-ZMAME,0
0,0.26519417771576004,-0.817309077076095,-0.29352088471821286,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,7325-ENZFI,0
0,1.6084834273893616,1.4872871630484792,2.3955947937332716,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,4670-TABXH,0
0,1.1200146093262338,1.359530568023575,1.7977673227197735,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,7752-XUSCI,1
0,-1.1595065416350294,-1.3100845150292975,-0.9719757532866531,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,4430-YHXGG,0
0,1.6084834273893616,-1.3333129868520075,-0.22893120896263514,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,8092-NLTGF,0
0,-0.9559778674420595,-0.5369082386448113,-0.8148894494789298,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,7240-ETPTR,1
0,-0.1418631706701798,-0.8438559020163349,-0.5338234385737983,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6114-TCFID,0
0,-0.5896262538947137,-1.3664965180273074,-0.8226560069576916,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,9229-RQABD,0
1,1.6084834273893616,0.8169798333074222,1.8207598431653729,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,3398-GCPMU,0
0,-1.2409180113122174,-1.4892755833759168,-0.9901854784487216,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,5919-VCZYM,0
0,1.5677776925507676,1.482309633372184,2.4373894038944046,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,5945-AZYHT,0
0,-0.9966836022806536,-1.5058673489635668,-0.938210973739155,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,4365-MSDYN,0
1,1.6084834273893616,0.7672045365444724,1.8105799486169392,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,3146-MSEGF,0
0,1.5677776925507676,0.19644780032931503,1.1733492650840736,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,5846-NEQVZ,0
0,0.46872285190873,1.3645080976998696,0.9703656780967755,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,4393-RYCRE,0
0,0.590840056424512,-1.3399496930870676,-0.4997295676077087,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,5968-HYJRZ,0
1,-0.22327464034736777,1.512174811429954,0.2449604338092672,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1258-YMZNM,0
0,-1.2816237461508113,-0.5037247074695115,-0.9870920191139605,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,7312-XSBAT,0
0,0.5501343215859179,-1.3266762806169474,-0.49733816996594304,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,4538-WNTMJ,0
0,-0.8745663977648716,-1.003136851657774,-0.8406243984127929,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,7950-XWOVN,0
1,0.346605647392948,1.1571110278542456,0.8600103557290595,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2845-AFFTX,1
0,1.4863662228735797,-0.1154773927185032,0.8038015414336142,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6023-GSSXW,0
0,-0.7931549280876836,-1.4925939364934466,-0.8975572138291396,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9522-ZSINC,0
0,0.5094285867473239,-1.4909347599346818,-0.6199795719610789,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2208-MPXIO,0
0,-0.3453918448631497,-1.3382905165283026,-0.7488737109094551,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,5789-LDFXO,0
0,1.3235432835192036,-1.3001294556767078,-0.282836383327939,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2097-YVPKN,0
1,-1.2816237461508113,-0.5103614137045716,-0.9871797768255848,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2722-JMONI,1
0,0.7536629957788878,0.38061639835222955,0.7314453081992748,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,7833-PKIHD,0
0,-0.8745663977648716,-1.4909347599346818,-0.9159205149865508,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,8084-OIVBS,0
0,-1.1188008067964355,1.0393094921819312,-0.7840645532708501,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,7548-SEPYI,1
0,-0.9966836022806536,-1.5008898192872717,-0.9348103624137084,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,3981-QSVQI,0
0,1.5677776925507676,0.5133505230534289,1.5040861407686303,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,7898-PDWQE,0
0,-0.7117434584104956,0.9646465470375066,-0.3483475150555732,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,6833-JMZYP,0
0,-0.1825689055087738,-1.4743429943470319,-0.7618618522298702,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0536-BGFMZ,0
0,-0.6710377235719016,0.3258635719129846,-0.5133758917653071,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4546-FOKWR,0
0,0.8350744654560759,-0.025881858545193533,0.5231304402307928,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1177-XZBJL,0
0,-0.7524491932490895,-0.18184445506910288,-0.66629370427087,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6502-KUGLL,0
0,0.6722515261016999,1.1853170293532507,1.148930681824577,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,5278-PNYOX,0
0,1.5677776925507676,-0.5933202416428212,0.4231085884068527,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,7110-BDTWG,0
0,0.5094285867473239,-1.462728758435677,-0.6174565377518766,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,6619-RPLQZ,0
0,0.8350744654560759,1.1106540842088262,1.250619930169381,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1323-OOEPC,1
0,-0.2639803751859618,-0.6795974226986006,-0.48948385477555695,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,2320-SLKMB,0
0,1.4049547531963917,0.704155827311403,1.5728443078263687,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2990-OGYTD,0
0,-1.2409180113122174,0.634470411843273,-0.9501021436642647,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3489-HHPFY,0
1,-0.6303319887333076,0.5880134681978536,-0.36388063001309673,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2739-CACDQ,0
1,-0.7931549280876836,0.5664441729339085,-0.5143192871652695,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1564-NTYXF,1
0,1.5677776925507676,1.3860773929638146,2.2303250833165706,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,9959-WOFKT,0
0,1.4456604880349857,-0.2216646924794628,0.7355699206456227,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,6152-ONASV,0
0,-1.2816237461508113,-1.5008898192872717,-1.0002776152855306,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0247-SLUJI,0
0,-0.9152721326034655,-1.4925939364934466,-0.9126076613727286,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0221-NAUXK,0
0,0.346605647392948,0.44864263726159415,0.3629287376604023,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2516-XSJKX,0
1,-0.06045170099299184,-0.4821554122055666,-0.31559194919175615,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4023-RTIQM,0
0,-0.8745663977648716,0.14667250356636527,-0.6963945993580481,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1399-UBQIU,0
0,-1.2816237461508113,-1.3250171040581826,-0.9979520359274833,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,8896-BQTTI,0
0,-0.4268033145403377,-1.4859572302583868,-0.8191456984927146,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,4018-KJYUY,0
0,0.9978974048104517,0.8468450113651922,1.2858546513865883,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,5414-OFQCB,0
0,-0.8338606629262776,-0.4539494107065617,-0.7403392734539798,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,6625-UTXEW,0
0,1.4049547531963917,-1.3051069853530026,-0.22333665484657794,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,8441-SHIPE,0
0,-0.1418631706701798,-1.034661206274309,-0.566074397595775,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,3016-KSVCP,0
0,-1.1595065416350294,-1.4743429943470319,-0.9748717577702591,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,6231-WFGFH,0
0,-0.30468611002455576,-0.5535000042324613,-0.44121711338212244,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,7895-VONWT,0
0,1.6084834273893616,-0.30794187353524244,0.6935997950612409,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2314-TNDJQ,0
0,1.6084834273893616,0.8120023036311275,1.7890354304131428,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6408-WHTEF,0
0,-0.9559778674420595,-0.8023764880472101,-0.8512211420914423,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,9026-LHEVG,0
0,0.8350744654560759,0.1582867394777205,0.6084748147855474,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1172-VIYBP,0
0,1.4456604880349857,1.522129870782544,2.305511502750798,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,5795-KTGUD,0
1,0.9978974048104517,-0.3792864655621371,0.3231525548666312,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,8996-ZROXE,0
0,-0.7117434584104956,-1.3167212212643575,-0.8356660877060128,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,8404-VLQFB,0
0,-0.38609757970174374,-1.5025489958460367,-0.8107867764604879,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,8143-ETQTI,0
0,-0.8338606629262776,-1.3582006352334823,-0.8906024151829036,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,3549-ZTMNH,0
0,0.1023712383613841,-0.39090070147349204,-0.16166492300251226,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,8318-LCNBW,0
0,-0.5489205190561197,0.8202981864249524,-0.2361931595995564,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,5922-ABDVO,1
0,-0.9966836022806536,0.6494030008721581,-0.7181585118409058,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,9367-WXLCH,1
0,0.8350744654560759,-1.5025489958460367,-0.5797865400370916,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,2675-IJRGJ,0
0,-0.7931549280876836,-1.477661347464562,-0.898500609229102,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,4486-EFAEB,0
1,-1.2816237461508113,0.3441145140593994,-0.9758809714539399,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,5564-NEMQO,1
0,-0.38609757970174374,0.6859048851649877,-0.1890892078851455,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,7892-QVYKW,0
1,-0.7524491932490895,-0.6165487134655309,-0.7137486868317785,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,8648-PFRMP,0
0,-0.10115743583158582,-0.30794187353524244,-0.2832312930302489,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1821-BUCWY,0
0,-0.9966836022806536,-1.4959122896109767,-0.9445953472598321,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5726-CVNYA,0
0,-0.6710377235719016,0.21469874247573031,-0.4770661385807006,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0106-GHRQR,0
1,1.0386031396490458,1.127245849796476,1.5275832680560706,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2675-DHUTR,0
0,-1.0373893371192475,1.1571110278542456,-0.7135073531248113,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,3811-VBYBZ,1
1,-1.0780950719578415,1.1056765545325309,-0.7629368841972695,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2446-BEGGB,1
0,1.5677776925507676,0.5614666432576133,1.5906371838582207,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,8146-QQKZH,0
0,-1.2816237461508113,-0.6646648336697157,-0.9892201436208528,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,8710-YGLWG,0
0,0.9978974048104517,1.26495750417397,1.5912295484116858,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,4188-FRABG,0
0,-1.2816237461508113,-1.5141632317573919,-1.0004531307087794,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0761-AETCS,1
0,-0.38609757970174374,-1.480979700582092,-0.8024278544282614,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,8204-TIFGJ,0
0,0.26519417771576004,-0.2100504565681078,-0.0328366023378544,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1898-JSNDC,0
0,0.590840056424512,1.1886353824707805,1.039869785703321,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,9079-LWTFD,0
1,-0.8745663977648716,-1.4925939364934466,-0.9146919070238088,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,4895-TMWIR,1
0,0.346605647392948,0.7821371255733575,0.5904844839025399,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,9626-VFRGG,0
0,-1.2002122764736234,0.20474368312314,-0.9153062110051797,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2710-WYVXG,0
