SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customerID,Churn
0,-0.7841818021143429,-1.495912312336268,-0.8947410278913996,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0956-SYCWG,0
0,0.35636681346914884,0.008131975961410397,0.11342368588279637,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0303-UNCIP,0
0,-0.13243973606663334,-0.8375820119457736,-0.5253524743684056,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6114-TCFID,0
0,-1.272988351650125,-1.4892792614507213,-0.9939044088986168,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,4291-HPAXL,0
0,-1.272988351650125,-0.6883383670209765,-0.9832585069145122,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,9214-EKVXR,0
0,1.0081088795168585,0.6548544373021983,1.1333143206829621,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9297-FVVDH,0
0,-0.21390749432259704,-0.28372226300263736,-0.31164095130861974,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6584-VQMYT,0
0,-0.5397785273464518,0.8256554976050219,-0.2263414882061681,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,5922-ABDVO,1
0,1.3339799125407132,0.852187701147208,1.623731130509719,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0016-QLJIS,0
0,1.6191170664365861,1.692926900890232,2.6703577468972943,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,8513-OLYGY,0
0,0.560036209109058,1.3148430004140794,1.1592347776877383,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,6603-QWSPR,0
0,-0.7841818021143429,-1.4859627360079481,-0.8893629738870074,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5546-QUERU,0
0,0.31563293434116696,-1.495912312336268,-0.6366605592953773,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0362-RAOQO,0
0,1.6191170664365861,0.8273137603264085,1.7918614417617869,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0238-WHBIQ,0
0,1.374713791668695,0.32651841846764423,1.1125955880430902,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0771-CHWSK,0
0,-0.4175768899625063,0.1573756208862076,-0.34221210255489887,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3523-QRQLL,1
0,1.4969154290526405,1.4077057128117307,2.222899245490868,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,8565-HBFNN,0
0,1.4561815499246586,1.178865457260375,1.9748254839358053,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,8375-KVTHK,0
0,0.9266411212608947,0.8422381248188883,1.1648552849464269,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,9691-HKOVS,0
0,0.7637056047489673,0.3862158764375635,0.7457858554976123,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,7833-PKIHD,0
1,-0.0917058569386515,1.3579578311701317,0.3999593500512386,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1421-HCERK,0
0,1.6191170664365861,-0.0018176003669093219,1.089518446475063,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,6166-YIPFO,0
1,-1.272988351650125,0.16069214632898068,-0.9719734099872629,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2636-ALXXZ,1
0,1.6191170664365861,1.4906188488810626,2.5809365784718046,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,9680-NIAUV,0
1,-1.1100528351381977,-1.2040580733722202,-0.9448847691208769,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,6235-VDHOM,1
0,0.35636681346914884,0.5238516823126539,0.4361510085562064,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0440-MOGPM,0
0,0.19343129695722142,-1.5058618886645878,-0.701241289757957,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,5917-HBSDW,0
0,-1.2322544725221432,-0.7347697232198023,-0.9707391025108449,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,7881-EVUAD,1
0,0.43783457172511253,0.8588207520327545,0.7087566312050751,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,9386-LDCZR,0
0,0.7637056047489673,0.6332970219241718,0.8960187083416202,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,3720-DBRWL,0
1,0.07122965957327589,0.6780701154016112,0.26447206330943734,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0666-UXTJO,0
1,-0.4175768899625063,-0.03995764295880213,-0.3935240276459861,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3402-XRIUO,0
0,0.9673750003888765,0.7178684207148905,1.1672577762844545,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0880-FVFWF,0
0,-1.272988351650125,1.160624567325122,-0.9586825634108344,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0107-YHINA,1
0,0.35636681346914884,1.6498120701341794,0.9931542984947219,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,4361-BKAXE,1
0,1.5376493081806224,1.6581033837411128,2.4544200621389693,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4393-GEADV,0
1,0.8859072421329128,0.3066192658110048,0.7250009992429323,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5188-HGMLP,0
0,-0.9471173186262702,-0.1742769233911195,-0.7689959537313256,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,5778-BVOFB,0
0,-0.6212462856024156,0.7294762597645968,-0.3809825820373827,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5686-CMAWK,0
0,-1.272988351650125,0.411089817258363,-0.9686451880419217,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2609-IAICY,1
0,0.19343129695722142,-0.8027584947966544,-0.389534569552564,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3891-NLXJB,0
0,-0.9471173186262702,0.9947982951864585,-0.6103654018066887,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,7943-RQCHR,1
0,0.560036209109058,-0.6899966297423631,-0.11754610064190421,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,9281-PKKZE,0
0,0.845173363004931,-1.331744302918991,-0.43884074499447207,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,3785-KTYSH,0
0,-0.4175768899625063,-0.6966296806279096,-0.6043261116542155,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,8205-OTCHB,1
0,-1.1507867142661796,1.207055923523948,-0.8325407475619117,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0880-TKATG,1
0,0.43783457172511253,-1.3433521419686976,-0.5274684300422648,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2208-NKVVH,0
1,0.6822378464930036,0.55038388585484,0.7874878152365886,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,8050-DVOJX,0
1,0.7229717256209854,0.1855660871497802,0.52021616418224,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,4726-DLWQN,0
0,0.43783457172511253,0.4658124870641217,0.5227288615449481,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9027-TMATR,0
0,-0.7027140438583792,-1.5025453632218144,-0.8523998732092783,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,8944-AILEF,0
0,-0.4175768899625063,0.016423289568343574,-0.3670745817227453,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,7184-LRUUR,0
0,0.15269741782923957,-1.532394092206774,-0.6989269632396734,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0827-ITJPH,0
0,-0.6212462856024156,-1.4809879478437882,-0.879444431665792,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2387-KDZQY,0
0,-0.9471173186262702,-0.7994419693538811,-0.8576456799840544,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0836-SEYLU,1
0,0.6415039673650218,1.1589663046037355,1.1914149368943479,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1545-ACTAS,0
0,-1.2322544725221432,-0.6684392143643368,-0.9671463861062713,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4959-JOSRX,1
0,0.8859072421329128,0.9732408798084321,1.228311913957269,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0956-ACVZC,0
0,1.4561815499246586,1.2136889744094943,2.1319351927198555,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,6500-JVEGC,0
0,0.15269741782923957,1.328109102185172,0.7105860512147658,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4480-MBMLB,0
0,0.030495780445294038,0.5752578266756395,0.14485444412158077,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1431-AIDJQ,0
0,0.23416517608520326,-0.08141421099346802,0.035397820409235954,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,7931-PXHFC,1
0,-1.1915205933941613,-1.4561140070229888,-0.9759187856708129,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7764-BDPEE,0
0,-0.3361091317065426,-1.4693801087940817,-0.7701861787978714,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,7244-KXYZN,0
0,-0.2546413734505789,0.7261597343218238,-0.02898453920891949,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,8404-FYDIB,0
0,1.2525121542847495,1.1589663046037355,1.7879381072831726,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,6211-WWLTF,0
0,0.15269741782923957,1.3181595258568524,0.6217599953225488,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,8123-QBNAZ,0
1,-1.1915205933941613,0.4061150290942029,-0.8978488377873804,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,8258-GSTJK,1
0,1.4154476707966768,1.3048934240857593,2.10112158821928,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,7694-VLBWQ,1
1,1.4969154290526405,1.014697447843098,1.8106846307771598,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,8755-IWJHN,0
0,1.089576637772822,-1.5008871005004278,-0.4966548255416893,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,8514-VZHEB,0
0,-0.6212462856024156,0.7792241414061959,-0.35876504746186044,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0378-NHQXU,1
0,-1.272988351650125,0.5139021059843342,-0.9672786333358876,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,5494-HECPR,1
0,1.4561815499246586,1.1539915164395753,1.9367603230112744,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9938-TKDGL,0
0,0.7229717256209854,-1.4793296851224016,-0.5666576924185334,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,9602-WCXPI,0
0,1.1710443960287857,-1.3450104046900841,-0.36557577978709493,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3580-GICBM,0
0,-1.272988351650125,0.1722999853786874,-0.9718191215527107,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3066-RRJIO,1
1,0.6007700882370399,0.6880196917299309,0.779288487000384,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,6686-YPGHK,1
0,0.15269741782923957,-0.9752178178208644,-0.4216706463493015,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3739-YBWAB,0
0,-0.49904464821847,0.8074146076697685,-0.17423607973738367,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,5626-MGTUK,0
0,-1.2322544725221432,-0.5092459931112199,-0.9556849595395336,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,9734-UYXQI,1
0,-0.4175768899625063,-0.4959798913401269,-0.5402082464952925,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5445-GLVOT,0
0,1.5783831873086043,-1.300237311212645,-0.16592654547649888,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,5743-KHMNA,0
0,-1.2322544725221432,-1.482646210565175,-0.9853524213834355,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0871-OPBXW,0
0,1.2117782751567676,-1.4843044732865616,-0.45158056144749975,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0847-HGRML,0
0,-1.1915205933941613,-1.1609432426161677,-0.9599609532971244,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5960-MVTUK,0
0,-1.1507867142661796,0.6399300728097184,-0.8556178891299393,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1565-RHDJD,1
0,-0.9878511977542521,0.9699243543656589,-0.6616112032829679,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1567-DSCIC,1
0,-0.49904464821847,-1.3367190910831508,-0.7898248923958777,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5590-YRFJT,1
1,1.374713791668695,0.4857116397207616,1.2696171320073968,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,8631-NBHFZ,1
0,-0.49904464821847,1.3629326193342914,-0.015363074558450427,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2249-YPRNG,1
0,-0.29537525257856073,-1.5158114649929078,-0.7993026105183724,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,9467-ROOLM,0
0,-1.272988351650125,0.18224956170700712,-0.9716868743230944,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1640-PLFMP,0
0,-1.272988351650125,-0.3052796783806638,-0.9781669885742883,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,4727-MCYZG,0
0,-1.0693189560102159,-1.4992288377790413,-0.9477942081724336,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,7196-LIWRH,0
0,1.0488427586448401,0.21044002797057973,0.8925361979617267,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,8331-ZXFOE,0
0,1.1710443960287857,1.2037393980811746,1.6296161322276403,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1095-WGNGG,0
0,-0.7434479229863611,0.8356050739333416,-0.48318764932577246,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,9436-ZBZCT,1
0,-1.2322544725221432,-1.4693801087940817,-0.9839417842675294,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3594-IVHJZ,0
1,-0.37684301083452443,1.0064061342361648,0.022724127571016394,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,6242-MBHPK,0
1,-0.6619801647303973,-0.17759344883389283,-0.5512949725781175,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,8679-JOEVF,1
0,0.31563293434116696,0.5304847331982006,0.41179547710188885,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7013-PSXHK,0
0,-1.272988351650125,0.32651841846764423,-0.9697692894936595,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3746-EUBYR,1
0,-1.1507867142661796,1.2252968134592008,-0.8419523420695982,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0702-PGIBZ,1
0,1.4561815499246586,-1.4859627360079481,-0.42815076060049556,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2181-TIDSV,0
0,-1.2322544725221432,0.18390782442839365,-0.9442896565876041,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,3234-VKACU,0
0,0.31563293434116696,-0.14774471984893342,0.07670303845936362,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2292-XQWSV,0
0,1.374713791668695,-0.030008066630482173,0.8772836841459913,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,8548-AWOFC,0
0,1.6191170664365861,0.8571624893113676,1.8370679530855927,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1951-IEYXM,0
